Student_Name,Gender,Date_of_birth,Age,Father's_name,Mother's_name,Guardian's_name,Orphan,no_of_siblings,Adhaar_No,Address,state,PinCode,Mobile_Number,Contact_email_id,mother_tongue,social_category,minority_group,bpl_beneficiary,ews_group,cwsn,pwd,indian_nationality,out_of_school_child,dropped_continued,contact_no,aadhar_no,mother's_qualification,father's_qualification,mother's_occupation,father's_occupation,debt,family_annual_income,no_of_children,academic_stream,status_in_previous_year,appreared_previous_exam,results_in_previous_year_type,mental_issues,drug_addiction ,label
Larry Marsh,1,16-06-2005,16,Mr.Marsh,Mrs.Marsh,-,0,1,2.13E+11,,23,622748,9264361613,Larry.Marsh@23.com,1,4,4,0,0,1,1,1,0,0,8388452624,9.11E+11,3,5,0,0,0,2,2,4,4,0,3,0,0,3
Larry Turner,0,17-04-2001,15,Mr.Turner,Mrs.Turner,-,1,2,4.72E+11,,11,325143,9389227283,Larry.Turner@39.com,0,1,7,0,0,1,1,1,1,0,7905801807,5.51E+11,2,2,1,1,0,1,3,1,5,1,1,1,1,5
Laura Chavez,1,26-01-2005,16,Mr.Chavez,Mrs.Chavez,-,0,2,3.20E+11,,1,756162,8473086009,Laura.Chavez@84.com,0,1,1,1,0,0,1,1,1,0,9503436488,9.23E+11,4,2,0,0,0,0,3,4,1,0,3,1,0,6
Lawrence Gomez,0,03-10-2007,21,Mr.Gomez,Mrs.Gomez,-,1,2,8.51E+11,,3,899846,9058107351,Lawrence.Gomez@32.com,0,2,4,0,0,1,0,1,1,0,9225553942,9.69E+11,2,3,0,1,1,2,3,3,1,1,1,1,1,5
Lawrence Webster,0,30-06-2002,17,Mr.Webster,Mrs.Webster,-,0,1,7.79E+11,,9,594723,7797289486,Lawrence.Webster@52.com,1,3,2,0,1,1,0,1,1,0,8464470032,8.83E+11,5,1,0,1,0,2,2,1,4,0,4,1,0,6
Leah Hamilton,0,02-09-2007,18,Mr.Hamilton,Mrs.Hamilton,-,0,1,3.19E+11,,33,373509,9950891271,Leah.Hamilton@35.com,0,1,6,0,0,0,0,1,0,0,9464345400,7.90E+11,3,4,1,1,1,2,2,4,3,1,2,1,0,6
Leah Parsons,0,16-01-2004,21,Mr.Parsons,Mrs.Parsons,-,1,1,8.85E+11,,1,783623,7793834735,Leah.Parsons@22.com,1,1,2,0,0,1,0,1,1,0,8510870286,1.53E+11,4,3,0,1,0,1,2,2,2,1,3,1,0,5
Lee Curry,0,02-03-2005,21,Mr.Curry,Mrs.Curry,-,0,1,1.48E+11,,7,446961,9176331201,Lee.Curry@17.com,1,1,5,0,0,1,1,1,1,1,9721021479,4.69E+11,5,5,1,1,0,2,2,4,5,0,3,1,0,7
Lee Gray,1,22-08-2001,16,Mr.Gray,Mrs.Gray,-,1,2,2.05E+11,,31,584014,9264486581,Lee.Gray@8.com,1,4,1,1,0,1,0,1,0,1,9357075419,8.49E+11,2,0,0,1,1,0,3,4,2,1,1,0,1,7
Lee Hale,1,04-06-2007,21,Mr.Hale,Mrs.Hale,-,0,2,2.80E+11,,10,948217,8836577777,Lee.Hale@26.com,1,4,1,1,0,1,1,1,0,0,9855423320,5.93E+11,4,0,0,0,0,0,3,2,5,1,1,1,0,6
Lee Hines,1,04-07-2001,21,Mr.Hines,Mrs.Hines,-,0,1,3.43E+11,,22,786333,9307781495,Lee.Hines@65.com,0,4,1,0,0,0,0,1,1,0,8936917100,4.06E+11,0,3,1,0,0,1,2,5,2,1,2,1,0,5
Lee Snyder,0,15-12-2004,14,Mr.Snyder,Mrs.Snyder,-,0,2,8.37E+11,,31,485353,8543544099,Lee.Snyder@98.com,0,4,5,1,0,0,0,1,0,1,8342394112,8.44E+11,0,0,1,1,0,0,3,2,2,0,4,1,1,8
Leila Stanley,1,12-11-2001,21,Mr.Stanley,Mrs.Stanley,-,0,2,2.14E+11,,24,701782,8344957781,Leila.Stanley@68.com,1,3,3,1,1,1,0,1,1,1,7885201314,1.99E+11,1,0,0,1,1,2,3,5,4,1,2,1,0,10
Lela McGuire,1,29-11-2003,15,Mr.McGuire,Mrs.McGuire,-,0,1,9.68E+11,,1,611915,9014736081,Lela.McGuire@37.com,1,3,1,1,0,0,0,1,1,1,8926196516,2.84E+11,1,2,1,1,0,0,2,2,4,0,1,1,1,8
Lela Moran,0,05-06-2007,18,Mr.Moran,Mrs.Moran,-,0,1,3.64E+11,,16,597827,8575849333,Lela.Moran@67.com,0,3,1,1,0,0,1,1,1,0,8434169629,7.78E+11,1,2,0,1,0,1,2,3,3,0,3,0,1,5
Lela Riley,0,13-05-2001,14,Mr.Riley,Mrs.Riley,-,0,1,7.24E+11,,21,801406,9509092845,Lela.Riley@64.com,0,2,2,0,1,1,1,1,0,0,9251809425,1.45E+11,5,5,0,1,1,2,2,1,1,0,1,1,1,6
Lelia Hamilton,1,11-05-2007,15,Mr.Hamilton,Mrs.Hamilton,-,0,2,4.73E+11,,9,633295,8493222710,Lelia.Hamilton@62.com,1,3,2,1,0,1,1,1,1,0,9679861719,9.73E+11,4,3,1,1,0,1,3,2,4,0,1,0,1,6
Lena Collier,1,19-11-2002,21,Mr.Collier,Mrs.Collier,-,0,1,1.51E+11,,14,279790,8442980601,Lena.Collier@86.com,0,2,1,1,0,0,1,1,1,1,9379616138,1.84E+11,1,0,0,1,1,0,2,1,1,1,1,0,1,7
Lenora Pena,1,22-09-2002,14,Mr.Pena,Mrs.Pena,-,0,1,2.56E+11,,8,913913,8269115159,Lenora.Pena@12.com,1,4,5,0,0,1,0,1,1,0,7849636124,5.18E+11,0,5,1,0,1,1,2,3,4,0,4,0,1,6
Leo Bryant,0,24-03-2002,19,Mr.Bryant,Mrs.Bryant,-,0,1,5.61E+11,,15,804691,8655261217,Leo.Bryant@51.com,1,2,7,0,1,0,0,1,1,1,8040225671,1.82E+11,3,0,1,1,1,2,2,2,2,1,3,0,1,7
Leo Frazier,1,20-06-2005,21,Mr.Frazier,Mrs.Frazier,-,0,2,5.21E+11,,28,612667,8467463501,Leo.Frazier@32.com,0,3,4,0,0,0,1,1,0,0,9789721486,7.44E+11,4,2,1,1,1,1,3,2,1,0,2,1,0,6
Leo Jackson,1,14-09-2004,21,Mr.Jackson,Mrs.Jackson,-,0,2,9.09E+11,,8,169148,9109376407,Leo.Jackson@14.com,1,4,5,1,1,0,1,1,1,0,8811537408,8.00E+11,4,3,1,0,0,1,3,1,5,0,1,0,1,4
Leo Mendoza,1,30-06-2001,16,Mr.Mendoza,Mrs.Mendoza,-,1,1,5.91E+11,,18,744584,8055994457,Leo.Mendoza@87.com,1,4,7,0,0,0,0,1,0,0,9437969878,4.31E+11,4,4,1,1,0,1,2,3,5,1,2,0,1,3
Leon Blake,0,12-07-2001,16,Mr.Blake,Mrs.Blake,-,0,2,4.39E+11,,3,144319,8783206073,Leon.Blake@98.com,1,3,4,1,1,0,1,1,0,0,8179218013,3.79E+11,3,3,0,0,0,0,3,3,2,0,1,0,1,4
Leona Gonzales,1,05-01-2003,20,Mr.Gonzales,Mrs.Gonzales,-,1,1,9.35E+11,,23,174103,8599580599,Leona.Gonzales@2.com,0,3,7,0,1,0,0,1,1,0,9356224228,4.55E+11,3,3,0,1,1,2,2,3,3,1,2,1,1,6
Leona Green,0,10-12-2003,17,Mr.Green,Mrs.Green,-,0,2,6.05E+11,,1,927117,9370134038,Leona.Green@46.com,1,2,3,0,0,0,1,1,1,0,8232244117,8.37E+11,2,4,1,0,0,0,3,2,5,1,4,0,1,3
Leonard Cunningham,1,13-08-2002,21,Mr.Cunningham,Mrs.Cunningham,-,0,2,2.10E+11,,25,689654,8308787647,Leonard.Cunningham@32.com,1,3,7,1,1,1,1,1,0,1,8252310356,4.77E+11,0,2,0,0,0,2,3,2,3,1,2,1,0,7
Leroy Hampton,0,18-11-2007,21,Mr.Hampton,Mrs.Hampton,-,0,2,7.12E+11,,12,440074,8386959910,Leroy.Hampton@26.com,0,4,4,0,0,1,1,1,0,0,9139510820,8.65E+11,2,5,1,1,1,2,3,5,5,0,3,0,1,5
Lettie Newman,1,23-10-2002,15,Mr.Newman,Mrs.Newman,-,0,1,5.79E+11,,30,664927,9428752393,Lettie.Newman@97.com,0,1,2,1,1,1,0,1,1,0,8586211239,8.74E+11,1,5,0,0,1,2,2,4,1,1,1,1,1,6
Lewis Adams,0,22-06-2005,18,Mr.Adams,Mrs.Adams,-,0,1,8.67E+11,,8,570402,9469306254,Lewis.Adams@15.com,1,1,7,0,0,0,0,1,0,0,8956675085,1.60E+11,1,5,0,1,1,0,2,3,1,0,1,1,1,5
Lewis Dawson,1,12-06-2006,21,Mr.Dawson,Mrs.Dawson,-,0,1,7.35E+11,,18,891874,8290463488,Lewis.Dawson@98.com,0,4,1,0,1,0,0,1,0,0,8348002392,1.25E+11,3,1,0,1,0,1,2,2,1,0,3,0,0,4
Lida Simon,1,24-12-2003,17,Mr.Simon,Mrs.Simon,-,0,1,5.91E+11,,1,286974,9847664161,Lida.Simon@51.com,0,3,5,1,1,1,1,1,0,1,9719609010,3.61E+11,4,3,1,1,0,2,2,5,1,0,2,0,0,8
Lida Ward,1,13-01-2002,19,Mr.Ward,Mrs.Ward,-,1,1,8.69E+11,,2,582918,8638236420,Lida.Ward@50.com,0,2,6,0,0,0,1,1,1,1,7970883717,6.98E+11,0,3,1,0,1,0,2,5,2,1,2,1,1,7
Lillian Anderson,0,26-06-2004,21,Mr.Anderson,Mrs.Anderson,-,1,2,4.77E+11,,7,649667,8531028268,Lillian.Anderson@73.com,0,1,3,1,1,0,1,1,0,0,8222036109,2.71E+11,2,3,1,1,0,1,3,1,5,1,1,0,1,5
Lillian Gutierrez,1,04-06-2001,14,Mr.Gutierrez,Mrs.Gutierrez,-,1,2,7.31E+11,,24,390219,9779863445,Lillian.Gutierrez@64.com,0,1,3,0,0,1,1,1,1,0,9690103663,8.67E+11,2,4,1,0,0,0,3,2,1,0,4,1,0,5
Lillian Jordan,1,24-08-2008,14,Mr.Jordan,Mrs.Jordan,-,0,1,6.04E+11,,11,817813,9908755672,Lillian.Jordan@96.com,1,3,3,1,0,0,1,1,0,1,8081449239,1.20E+11,3,4,1,1,0,2,2,3,4,1,3,1,1,7
Lillian Kelley,1,16-08-2006,18,Mr.Kelley,Mrs.Kelley,-,1,2,8.75E+11,,20,794401,7844959661,Lillian.Kelley@49.com,0,4,5,0,1,0,0,1,0,0,9268103157,3.12E+11,3,5,1,1,0,2,3,2,2,0,4,0,0,4
Lillian McCarthy,0,28-12-2000,19,Mr.McCarthy,Mrs.McCarthy,-,0,2,4.00E+11,,25,635313,8122567399,Lillian.McCarthy@74.com,0,2,3,0,1,0,0,1,0,0,8546427844,4.88E+11,5,0,0,1,1,0,3,2,5,1,4,0,1,6
Lillie Clayton,0,29-07-2006,17,Mr.Clayton,Mrs.Clayton,-,0,1,8.42E+11,,30,270501,9682486781,Lillie.Clayton@54.com,0,3,6,1,1,0,0,1,0,1,8202899881,5.08E+11,3,1,1,1,1,2,2,4,4,0,3,1,0,9
Lily Foster,1,20-02-2005,20,Mr.Foster,Mrs.Foster,-,0,1,8.82E+11,,25,484068,7835278819,Lily.Foster@27.com,1,1,2,1,1,1,1,1,0,1,9679661867,3.85E+11,5,0,1,1,1,1,2,5,3,1,4,0,0,8
Lina Brock,0,20-05-2001,19,Mr.Brock,Mrs.Brock,-,1,1,7.84E+11,,8,266807,9804030858,Lina.Brock@43.com,0,3,2,0,0,0,1,1,0,0,8513722945,4.26E+11,2,3,0,1,0,0,2,2,5,1,3,1,1,5
Lina Vargas,1,16-07-2004,21,Mr.Vargas,Mrs.Vargas,-,0,1,8.25E+11,,30,466736,9363619070,Lina.Vargas@55.com,1,1,3,0,1,1,0,1,0,1,8899847304,6.56E+11,1,5,1,0,1,0,2,5,5,0,3,1,1,8
Linnie Carter,0,21-04-2004,16,Mr.Carter,Mrs.Carter,-,0,1,4.31E+11,,11,712739,8943547903,Linnie.Carter@21.com,1,1,7,0,1,1,0,1,1,1,8016398761,8.37E+11,0,4,0,0,1,0,2,3,2,1,1,1,1,7
Lizzie Brady,1,04-01-2001,20,Mr.Brady,Mrs.Brady,-,0,2,8.15E+11,,31,230336,8016829632,Lizzie.Brady@75.com,1,3,6,0,0,1,0,1,1,0,9030150042,2.21E+11,3,3,1,0,0,2,3,4,4,1,4,1,1,5
Lloyd Jackson,0,30-10-2006,18,Mr.Jackson,Mrs.Jackson,-,0,2,5.78E+11,,33,776667,7894563109,Lloyd.Jackson@11.com,1,2,5,0,0,0,1,1,1,0,8590230888,7.12E+11,2,3,0,1,1,1,3,1,2,0,3,1,0,6
Lloyd Mendez,0,17-04-2005,15,Mr.Mendez,Mrs.Mendez,-,1,2,5.82E+11,,19,846900,8615011956,Lloyd.Mendez@5.com,1,3,2,1,1,1,1,1,0,1,9441645195,6.60E+11,5,4,0,1,1,0,3,1,4,1,4,1,0,9
Logan Chandler,1,18-12-2003,15,Mr.Chandler,Mrs.Chandler,-,0,2,1.54E+11,,12,875840,8918972205,Logan.Chandler@34.com,1,4,4,1,0,1,0,1,1,0,8317641122,5.64E+11,3,4,0,1,0,1,3,1,2,0,3,0,1,4
Logan Clarke,1,10-10-2003,18,Mr.Clarke,Mrs.Clarke,-,0,2,7.57E+11,,6,335546,9088311130,Logan.Clarke@74.com,1,2,3,0,0,0,1,1,1,0,8870028245,6.43E+11,2,5,1,0,0,1,3,5,5,0,1,0,1,2
Logan Neal,1,18-11-2001,14,Mr.Neal,Mrs.Neal,-,1,1,3.76E+11,,31,909027,7793557438,Logan.Neal@14.com,1,2,2,0,1,1,1,1,0,1,8657457528,4.06E+11,0,5,1,1,1,1,2,1,1,1,4,0,0,7
Logan Stokes,1,11-04-2004,18,Mr.Stokes,Mrs.Stokes,-,0,2,4.61E+11,,4,309398,9907154246,Logan.Stokes@53.com,0,2,4,0,1,1,0,1,1,1,9219580435,1.51E+11,4,0,1,1,1,0,3,5,1,0,2,1,1,10
Lois Roberts,0,16-04-2002,20,Mr.Roberts,Mrs.Roberts,-,0,1,1.49E+11,,12,984635,8046195462,Lois.Roberts@21.com,1,4,5,0,0,0,1,1,0,0,8414751783,5.59E+11,3,5,0,0,0,2,2,2,4,0,4,1,1,3
Lola Ramirez,0,28-12-2006,15,Mr.Ramirez,Mrs.Ramirez,-,0,2,9.85E+11,,3,764512,9804569967,Lola.Ramirez@46.com,0,1,3,0,0,0,1,1,1,0,9603410903,2.74E+11,2,4,0,1,1,2,3,5,1,0,1,0,1,3
Lora Harrison,0,30-09-2007,18,Mr.Harrison,Mrs.Harrison,-,0,1,4.83E+11,,15,213782,9354409444,Lora.Harrison@11.com,1,4,7,1,1,1,0,1,1,0,9818248328,1.29E+11,1,3,1,0,0,1,2,3,2,1,2,1,1,6
Loretta Greene,1,22-02-2006,16,Mr.Greene,Mrs.Greene,-,1,1,2.65E+11,,27,891551,9354057718,Loretta.Greene@66.com,0,2,6,1,1,0,1,1,1,0,7825006279,5.14E+11,2,1,0,0,0,1,2,2,3,1,4,1,0,4
Loretta Nash,0,29-03-2007,19,Mr.Nash,Mrs.Nash,-,0,1,5.75E+11,,33,881029,8967828969,Loretta.Nash@9.com,1,4,7,0,0,0,0,1,1,0,9224518653,5.44E+11,5,2,0,1,1,0,2,4,2,0,2,1,0,5
Lottie Bowman,1,24-05-2008,19,Mr.Bowman,Mrs.Bowman,-,0,2,3.30E+11,,5,582574,9580765617,Lottie.Bowman@22.com,1,2,7,1,0,1,1,1,0,0,9672767542,5.87E+11,3,0,0,0,1,2,3,1,3,0,1,0,1,5
Lottie Figueroa,1,02-12-2005,15,Mr.Figueroa,Mrs.Figueroa,-,0,2,1.54E+11,,10,739427,8219185996,Lottie.Figueroa@12.com,0,1,6,0,1,1,1,1,1,1,8529584063,1.80E+11,4,3,1,1,1,1,3,3,4,1,2,0,1,8
Lottie Walsh,1,01-10-2007,18,Mr.Walsh,Mrs.Walsh,-,0,2,4.21E+11,,33,636908,7842611709,Lottie.Walsh@56.com,1,1,4,1,0,1,0,1,1,0,8667558725,7.27E+11,2,4,1,0,0,2,3,2,2,0,3,0,0,5
Lou Nguyen,0,19-03-2005,14,Mr.Nguyen,Mrs.Nguyen,-,0,2,7.98E+11,,9,225475,8086340553,Lou.Nguyen@17.com,1,2,4,1,1,0,0,1,0,1,8511042971,2.70E+11,1,1,0,1,1,0,3,1,3,0,2,1,1,8
Louis Hopkins,0,30-05-2006,17,Mr.Hopkins,Mrs.Hopkins,-,0,1,7.90E+11,,11,834198,9911105780,Louis.Hopkins@95.com,0,3,3,1,1,1,0,1,1,1,8088008190,8.87E+11,4,0,0,0,0,0,2,2,1,1,2,0,1,7
Louis Meyer,1,22-01-2001,21,Mr.Meyer,Mrs.Meyer,-,1,2,8.55E+11,,28,880884,9386961549,Louis.Meyer@15.com,1,1,1,1,0,1,0,1,1,1,9254442760,3.43E+11,3,2,1,0,1,1,3,3,5,1,3,1,1,8
Louis Pierce,1,22-12-2002,19,Mr.Pierce,Mrs.Pierce,-,0,1,6.89E+11,,28,901327,8844506448,Louis.Pierce@10.com,1,3,2,0,0,0,1,1,0,0,9937665326,1.34E+11,5,0,0,1,0,0,2,1,1,0,4,0,1,4
Louise Jimenez,0,13-04-2001,21,Mr.Jimenez,Mrs.Jimenez,-,1,1,8.45E+11,,12,487263,8089097971,Louise.Jimenez@91.com,1,4,3,0,1,0,0,1,1,0,8611420493,5.77E+11,5,2,0,1,0,0,2,4,2,1,2,1,1,5
Lucile Harrison,1,09-12-2004,17,Mr.Harrison,Mrs.Harrison,-,0,1,1.46E+11,,20,384466,9582139413,Lucile.Harrison@74.com,1,4,1,1,0,0,0,1,0,0,9340689375,4.43E+11,3,3,1,1,0,1,2,3,3,0,3,1,0,6
Lucile Potter,1,14-11-2000,17,Mr.Potter,Mrs.Potter,-,1,1,3.83E+11,,14,666448,9945314632,Lucile.Potter@94.com,0,3,5,1,0,0,1,1,1,0,9015062020,5.46E+11,3,1,1,0,0,0,2,5,1,1,1,0,0,5
Lucinda Burgess,0,19-03-2003,20,Mr.Burgess,Mrs.Burgess,-,1,1,2.20E+11,,20,215496,9380929158,Lucinda.Burgess@99.com,1,2,1,1,0,1,0,1,1,1,8355142091,5.70E+11,3,1,1,1,0,0,2,3,4,0,2,1,1,10
Lucinda Larson,0,13-06-2006,14,Mr.Larson,Mrs.Larson,-,0,1,9.89E+11,,28,286583,9280431823,Lucinda.Larson@91.com,1,1,2,0,0,0,0,1,0,0,7973393545,8.14E+11,1,2,0,1,1,0,2,4,4,1,4,0,0,5
Luella Delgado,0,10-09-2000,18,Mr.Delgado,Mrs.Delgado,-,0,1,8.02E+11,,2,459369,9480914036,Luella.Delgado@44.com,1,2,4,1,0,0,0,1,0,1,9439844928,3.11E+11,4,3,1,1,1,1,2,4,4,0,3,1,0,8
Luella Fitzgerald,0,02-09-2008,20,Mr.Fitzgerald,Mrs.Fitzgerald,-,0,1,3.62E+11,,4,936117,9893002151,Luella.Fitzgerald@2.com,0,3,6,1,0,1,0,1,0,1,8854178482,8.63E+11,1,0,0,0,1,1,2,4,4,1,2,0,1,7
Luella Lucas,0,15-11-2007,16,Mr.Lucas,Mrs.Lucas,-,0,2,5.03E+11,,32,263164,9533438803,Luella.Lucas@4.com,1,2,7,1,0,1,0,1,1,1,8234869625,8.42E+11,5,3,0,0,1,0,3,4,4,1,3,0,0,7
Luis Carroll,0,28-08-2004,15,Mr.Carroll,Mrs.Carroll,-,0,1,9.93E+11,,28,881357,8701904546,Luis.Carroll@71.com,0,2,2,0,1,0,1,1,1,0,9377218557,8.48E+11,4,5,0,0,1,2,2,1,3,0,1,1,1,4
Luis Watts,1,30-07-2007,15,Mr.Watts,Mrs.Watts,-,0,2,1.41E+11,,4,552273,8529640741,Luis.Watts@4.com,0,2,3,0,0,0,0,1,0,0,9828949492,4.66E+11,1,1,0,1,1,0,3,1,3,1,1,1,1,5
Luke Hernandez,1,08-10-2008,15,Mr.Hernandez,Mrs.Hernandez,-,0,1,9.38E+11,,8,440859,8438862753,Luke.Hernandez@5.com,1,2,7,0,0,0,1,1,1,0,8515077992,8.29E+11,2,1,0,0,0,0,2,3,2,1,1,0,0,2
Lula Hubbard,0,04-09-2002,16,Mr.Hubbard,Mrs.Hubbard,-,1,1,1.18E+11,,17,924115,9438261857,Lula.Hubbard@87.com,0,4,5,0,1,0,0,1,1,0,8680489444,9.29E+11,2,4,0,1,1,0,2,5,5,0,4,1,0,6
Lulu Franklin,0,19-10-2003,19,Mr.Franklin,Mrs.Franklin,-,0,1,7.99E+11,,26,738535,9235950339,Lulu.Franklin@2.com,1,1,4,0,1,0,1,1,0,0,8219639742,9.92E+11,5,2,0,0,0,2,2,3,5,0,2,1,0,4
Lulu Ingram,0,02-05-2001,16,Mr.Ingram,Mrs.Ingram,-,0,1,1.55E+11,,19,434185,9745958154,Lulu.Ingram@42.com,1,3,1,1,0,0,1,1,1,0,7924859439,8.71E+11,5,5,1,1,0,2,2,2,2,1,4,0,1,5
Lura Wilkerson,0,29-09-2003,20,Mr.Wilkerson,Mrs.Wilkerson,-,1,1,7.02E+11,,13,941829,9466253161,Lura.Wilkerson@7.com,1,2,1,0,1,1,1,1,0,1,9802762379,7.95E+11,3,5,0,1,1,1,2,4,3,0,2,0,0,7
Lydia Bowman,0,20-05-2002,20,Mr.Bowman,Mrs.Bowman,-,0,1,8.62E+11,,30,526213,7981199327,Lydia.Bowman@91.com,0,4,4,0,1,0,0,1,1,0,8177564006,5.36E+11,5,4,0,0,0,2,2,5,3,1,3,1,1,3
Lydia McDonald,1,19-03-2005,18,Mr.McDonald,Mrs.McDonald,-,0,2,3.91E+11,,11,304041,9727023310,Lydia.McDonald@7.com,0,3,6,1,0,1,0,1,0,1,8146276656,5.82E+11,1,4,1,1,1,2,3,3,5,1,3,0,0,7
Lydia Torres,1,01-09-2006,16,Mr.Torres,Mrs.Torres,-,0,2,1.82E+11,,18,214706,9075889922,Lydia.Torres@30.com,0,2,6,0,0,1,0,1,1,0,8959246499,8.52E+11,0,4,1,0,0,0,3,5,1,0,1,0,1,5
Mabel Rios,0,27-01-2008,18,Mr.Rios,Mrs.Rios,-,0,1,5.79E+11,,21,465819,9559352655,Mabel.Rios@34.com,0,4,5,0,0,0,1,1,0,0,8865016556,6.92E+11,2,0,1,1,0,2,2,2,2,0,1,1,0,5
Mabel Ward,1,06-01-2008,15,Mr.Ward,Mrs.Ward,-,0,1,6.80E+11,,15,451746,8870838001,Mabel.Ward@73.com,0,2,5,1,1,1,1,1,0,1,9609814094,6.17E+11,0,2,1,1,1,1,2,5,4,1,2,1,1,12
Mabel Wilkerson,1,19-12-2006,16,Mr.Wilkerson,Mrs.Wilkerson,-,1,1,4.53E+11,,33,287786,9396147786,Mabel.Wilkerson@39.com,1,2,6,0,1,1,0,1,1,0,8629933909,6.39E+11,2,5,1,0,1,2,2,4,3,1,4,0,0,5
Mabelle Brooks,0,22-12-2005,14,Mr.Brooks,Mrs.Brooks,-,0,1,5.91E+11,,21,748594,9475149617,Mabelle.Brooks@54.com,1,3,1,0,1,1,0,1,0,1,9256597120,2.59E+11,4,3,1,1,1,0,2,4,4,0,4,0,1,9
Mabelle Davis,0,05-02-2006,16,Mr.Davis,Mrs.Davis,-,0,2,4.32E+11,,31,978253,8430812685,Mabelle.Davis@66.com,0,2,3,1,0,0,0,1,0,0,9144745907,6.28E+11,4,4,0,0,0,2,3,3,2,1,2,0,1,3
Mabelle Gonzalez,1,11-06-2006,18,Mr.Gonzalez,Mrs.Gonzalez,-,0,1,4.56E+11,,31,494131,8519931052,Mabelle.Gonzalez@88.com,1,4,7,0,1,1,1,1,0,1,9765884305,2.60E+11,0,0,0,1,0,2,2,3,4,1,3,1,0,8
Mable Potter,1,12-04-2006,18,Mr.Potter,Mrs.Potter,-,0,2,5.32E+11,,4,343566,8802626457,Mable.Potter@79.com,1,2,7,0,0,1,0,1,0,1,8695203669,3.72E+11,0,3,1,1,1,1,3,3,4,1,4,0,1,7
Mable Stephens,0,28-06-2005,14,Mr.Stephens,Mrs.Stephens,-,0,1,3.07E+11,,31,392108,8723561516,Mable.Stephens@87.com,0,4,4,0,0,1,1,1,1,0,9383633677,1.19E+11,0,2,0,1,0,0,2,3,1,0,2,1,0,6
Madge Bell,1,02-02-2002,21,Mr.Bell,Mrs.Bell,-,0,1,5.97E+11,,6,201173,9213927842,Madge.Bell@27.com,0,4,7,0,0,1,1,1,0,0,8336985020,4.10E+11,1,3,1,0,0,0,2,1,3,0,2,1,0,5
Madge Lewis,0,21-06-2005,19,Mr.Lewis,Mrs.Lewis,-,0,1,9.55E+11,,27,195270,8430869514,Madge.Lewis@56.com,0,2,7,1,1,1,0,1,1,1,9072924237,4.65E+11,3,3,1,1,0,0,2,1,2,0,4,1,1,8
Madge Miles,0,30-08-2004,16,Mr.Miles,Mrs.Miles,-,1,2,6.99E+11,,6,170341,9765085063,Madge.Miles@36.com,1,4,3,0,0,0,0,1,1,0,8439819967,7.42E+11,0,1,1,0,0,2,3,2,2,1,2,0,1,3
Mae Alvarado,0,12-09-2003,18,Mr.Alvarado,Mrs.Alvarado,-,0,2,9.32E+11,,29,294700,9424813128,Mae.Alvarado@5.com,1,3,4,0,1,1,0,1,0,1,8975237609,2.93E+11,5,4,0,1,1,1,3,2,5,0,3,1,1,7
Mae Douglas,1,14-08-2004,16,Mr.Douglas,Mrs.Douglas,-,0,1,8.29E+11,,22,353173,9331201370,Mae.Douglas@20.com,1,3,7,0,1,1,0,1,1,0,8779898739,6.59E+11,1,1,0,0,0,0,2,1,1,1,4,1,1,5
Maggie Benson,1,08-12-2007,16,Mr.Benson,Mrs.Benson,-,0,1,5.52E+11,,29,255802,9227783125,Maggie.Benson@45.com,0,3,2,1,0,1,1,1,0,1,8475998151,8.46E+11,5,3,1,0,1,1,2,1,5,1,2,1,1,7
Maggie Cox,0,14-03-2006,14,Mr.Cox,Mrs.Cox,-,1,1,7.52E+11,,27,235872,7993005275,Maggie.Cox@6.com,0,1,5,0,1,0,0,1,0,0,9744976700,2.06E+11,0,1,1,1,0,2,2,4,1,1,4,0,1,6
Maggie Davidson,0,19-12-2004,15,Mr.Davidson,Mrs.Davidson,-,1,2,8.20E+11,,31,620822,9125092931,Maggie.Davidson@96.com,0,2,7,1,0,1,1,1,0,0,9037181527,6.60E+11,2,5,0,0,0,2,3,4,4,0,2,1,0,6
Maggie Franklin,1,02-07-2004,19,Mr.Franklin,Mrs.Franklin,-,0,2,2.16E+11,,22,332125,8191542544,Maggie.Franklin@6.com,1,4,5,0,0,0,1,1,0,0,9096684227,9.05E+11,1,3,1,1,0,1,3,3,1,1,3,1,1,5
Maggie Reyes,0,21-08-2001,18,Mr.Reyes,Mrs.Reyes,-,0,1,3.51E+11,,24,778060,8549421769,Maggie.Reyes@19.com,0,4,1,1,1,1,1,1,1,0,8856728948,2.63E+11,0,3,0,0,0,2,2,2,3,1,1,0,0,5
Mamie Dixon,1,22-12-2004,17,Mr.Dixon,Mrs.Dixon,-,0,1,3.24E+11,,15,748186,8032763561,Mamie.Dixon@33.com,1,4,6,0,0,1,0,1,1,0,8489129957,1.82E+11,0,0,1,0,0,2,2,4,4,0,2,0,1,6
Mamie Ellis,1,01-06-2008,17,Mr.Ellis,Mrs.Ellis,-,0,2,8.94E+11,,20,111393,9701614129,Mamie.Ellis@16.com,0,3,4,1,0,0,1,1,1,0,8812868676,1.52E+11,1,1,0,0,0,2,3,4,3,1,2,1,1,4
Mamie Henderson,1,25-02-2008,15,Mr.Henderson,Mrs.Henderson,-,0,2,6.31E+11,,31,966594,9133699479,Mamie.Henderson@40.com,1,3,4,0,0,0,1,1,1,0,8917868521,1.21E+11,2,4,1,1,1,1,3,4,1,1,2,1,1,6
